01DDBC,022505,00C4EB,$GPRMC,205955,A,5442.9520,N,11318.4626,W,000.0,228.6,210819,017.7,E*63
01DDBF,02250A,00C4ED,$GPRMC,205956,A,5442.9520,N,11318.4626,W,000.0,228.6,210819,017.7,E*60
01DDBA,022503,00C4EB,$GPRMC,205957,A,5442.9519,N,11318.4626,W,000.0,228.6,210819,017.7,E*6B
01DDBF,022507,00C4ED,$GPRMC,205958,A,5442.9519,N,11318.4626,W,000.0,228.6,210819,017.7,E*64
01DDBD,022505,00C4EC,$GPRMC,205959,A,5442.9519,N,11318.4625,W,000.0,228.6,210819,017.7,E*66
01DDBD,022505,00C4EC,$GPRMC,210000,A,5442.9518,N,11318.4625,W,000.0,228.6,210819,017.7,E*66
01DDBD,022505,00C4EC,$GPRMC,210001,A,5442.9518,N,11318.4625,W,000.0,228.6,210819,017.7,E*67
01DDBC,022503,00C4EB,$GPRMC,210002,A,5442.9517,N,11318.4624,W,000.0,228.6,210819,017.7,E*6A
01DDBB,022501,00C4EB,$GPRMC,210003,A,5442.9517,N,11318.4624,W,000.0,228.6,210819,017.7,E*6B
01DDC0,02250A,00C4EE,$GPRMC,210004,A,5442.9517,N,11318.4623,W,000.0,228.6,210819,017.7,E*6B
01DDBD,022504,00C4EC,$GPRMC,210005,A,5442.9517,N,11318.4623,W,000.0,228.6,210819,017.7,E*6A
01DDBE,022505,00C4ED,$GPRMC,210006,A,5442.9517,N,11318.4622,W,000.0,228.6,210819,017.7,E*68
01DDBC,022501,00C4EC,$GPRMC,210007,A,5442.9517,N,11318.4622,W,000.0,228.6,210819,017.7,E*69
01DDC1,022508,00C4EE,$GPRMC,210008,A,5442.9517,N,11318.4621,W,000.0,228.6,210819,017.7,E*65
01DDBC,022500,00C4EC,$GPRMC,210009,A,5442.9518,N,11318.4622,W,000.0,228.6,210819,017.7,E*68
01DDBD,022503,00C4ED,$GPRMC,210010,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*63
01DDBE,022504,00C4ED,$GPRMC,210011,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*62
01DDBE,022506,00C4ED,$GPRMC,210012,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*61
01DDBE,022505,00C4ED,$GPRMC,210013,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*60
01DDBB,022500,00C4EB,$GPRMC,210014,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*67
01DDBE,022502,00C4ED,$GPRMC,210015,A,5442.9518,N,11318.4621,W,000.0,228.6,210819,017.7,E*66
01DDB9,0224FC,00C4EB,$GPRMC,210016,A,5442.9522,N,11318.4622,W,000.0,228.6,210819,017.7,E*6F
01DDB9,0224FC,00C4EA,$GPRMC,210017,A,5442.9528,N,11318.4624,W,000.0,228.6,210819,017.7,E*62
01DDBA,022500,00C4EB,$GPRMC,210018,A,5442.9533,N,11318.4627,W,000.0,228.6,210819,017.7,E*64
01DDB7,0224FC,00C4E9,$GPRMC,210019,A,5442.9535,N,11318.4626,W,000.0,228.6,210819,017.7,E*62
01DDBC,022503,00C4ED,$GPRMC,210020,A,5442.9537,N,11318.4626,W,000.0,228.6,210819,017.7,E*6A
01DDBB,022502,00C4EC,$GPRMC,210021,A,5442.9538,N,11318.4626,W,000.0,228.6,210819,017.7,E*64
01DDB5,0224F7,00C4E8,$GPRMC,210022,A,5442.9540,N,11318.4626,W,000.0,228.6,210819,017.7,E*68
